2026-08-29T22:42:22+02:00;LAPTOP-P5P268SM;router_py_before_kill;60;18;1038;1038;0;57,63;116,6;471,85;549,87;619,55;731,3;0;0;0;0
2026-08-29T22:43:11+02:00;LAPTOP-P5P268SM;router_py_during_kill;60;42;2364;2364;0;56,26;3,57;4,12;4,51;5,91;19,44;0;0;0;0
2026-08-29T22:44:19+02:00;LAPTOP-P5P268SM;router_py_after_kill;60;60;3442;3378;64;57,35;62,85;729,53;902,37;1042,88;1154,27;64;64;64;64
2026-08-30T16:31:09+02:00;LAPTOP-P5P268SM;router_py_before_kill;60;18;1055;1055;0;58,58;38,57;40,6;43,19;45,92;65,17;0;0;0;0
2026-08-30T16:31:58+02:00;LAPTOP-P5P268SM;router_py_during_kill;60;42;2445;2445;0;58,21;2,2;2,85;2,99;3,21;17,5;0;0;0;0
2026-08-30T16:33:05+02:00;LAPTOP-P5P268SM;router_py_after_kill;60;60;3511;3511;0;58,51;38,3;39,7;42,34;45,5;63,12;0;0;0;0
2026-08-30T16:41:18+02:00;LAPTOP-P5P268SM;router_py_before_kill;60;18;1041;1041;0;57,79;52,72;72,58;117,6;133,94;167,25;0;0;0;0
2026-08-30T16:42:07+02:00;LAPTOP-P5P268SM;router_py_during_kill;60;42;2434;0;2434;57,94;None;None;None;None;None;191;191;191;191
2026-08-30T16:43:14+02:00;LAPTOP-P5P268SM;router_py_after_kill;60;60;3479;2875;604;57,97;52,26;52,65;52,81;54,51;82,86;189;189;190;190
2026-08-30T16:45:42+02:00;LAPTOP-P5P268SM;router_py_before_kill;60;18;1056;1056;0;58,62;37,99;39,51;42,46;45,12;62,55;0;0;0;0
2026-08-30T16:46:31+02:00;LAPTOP-P5P268SM;router_py_during_kill;60;42;2437;0;2437;58,01;None;None;None;None;None;190;190;191;191
2026-08-30T16:47:38+02:00;LAPTOP-P5P268SM;router_py_after_kill;60;60;3506;2885;621;58,43;38,29;41,65;43,11;45,39;67,97;191;191;192;192
2026-08-30T17:00:06+02:00;LAPTOP-P5P268SM;router_py_before_kill;80;18;1377;746;631;76,49;635,65;993,28;1043,35;1140,18;1194,49;120;120;120;120
2026-08-30T17:00:55+02:00;LAPTOP-P5P268SM;router_py_during_kill;80;42;3104;0;3104;73,89;None;None;None;None;None;247;247;248;248
2026-08-30T17:02:03+02:00;LAPTOP-P5P268SM;router_py_after_kill;80;60;4558;621;3937;75,96;707,41;987,05;1027,26;1114,88;1176,39;303;303;304;304
2026-08-30T19:11:42+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;80;18;1360;1360;0;75,52;7,95;9,76;10,41;12,36;15,33;0;0;0;0
2026-08-30T19:13:18+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;80;18;1366;1366;0;75,86;6,53;8,71;9,39;10,83;20,59;0;0;0;0
2026-08-30T19:32:23+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1738;1738;0;96,5;3,08;3,6;3,95;4,63;7,44;0;0;0;0
2026-08-30T19:33:12+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;4005;0;4005;95,35;None;None;None;None;None;331;331;331;331
2026-08-30T19:34:20+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5761;5761;0;96,01;10,78;10,9;10,95;11,13;44,34;0;0;0;0
2026-08-30T20:05:02+02:00;LAPTOP-P5P268SM;router_py;100;120;11368;11368;0;94,73;5,65;6,05;6,28;6,99;13,43
2026-08-30T20:07:54+02:00;LAPTOP-P5P268SM;router_java;100;120;11370;11370;0;94,74;5,8;6,72;7,13;7,93;14,67
2026-08-30T20:16:47+02:00;LAPTOP-P5P268SM;router_cpp;100;120;11113;11113;0;92,6;5,54;6,47;6,88;7,84;16,28
2026-08-30T20:17:50+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1681;1681;0;93,35;6,96;7,75;8,16;9,08;16,7;0;0;0;0
2026-08-30T20:18:40+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;3889;0;3889;92,59;None;None;None;None;None;314;314;314;314
2026-08-30T20:19:48+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5578;5578;0;92,96;11,52;11,73;11,82;12,06;73,68;0;0;0;0
2026-08-30T20:23:26+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1690;1690;0;93,89;6,5;11,41;11,53;11,82;45,45;0;0;0;0
2026-08-30T20:24:16+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;3917;0;3917;93,26;None;None;None;None;None;320;320;320;320
2026-08-30T20:25:25+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5616;5616;0;93,59;11,34;11,65;11,82;12,58;50,6;0;0;0;0
2026-08-30T20:30:45+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1698;1698;0;94,32;5,91;6,87;7,33;8,63;19,08;0;0;0;0
2026-08-30T20:31:34+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;3930;0;3930;93,56;None;None;None;None;None;323;323;323;323
2026-08-30T20:32:41+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5607;5607;0;93,44;11,38;11,6;11,71;12,02;43,58;0;0;0;0
2026-08-30T21:14:59+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1690;1690;0;93,83;4,63;5,57;5,7;6,01;7,78;0;0;0;0
2026-08-30T21:15:48+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;4028;0;4028;95,89;None;None;None;None;None;331;331;331;331
2026-08-30T21:16:56+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5743;5743;0;95,71;10,8;11,07;11,17;11,39;44,04;0;0;0;0
2026-08-30T21:22:32+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;90;0;0;0;0,0;None;None;None;None;None;1;1;1;1
2026-08-30T21:28:19+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1362;1362;0;90,76;11,64;12,48;12,64;13,1;46,11;0;0;0;0
2026-08-30T21:28:48+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;1894;0;1894;90,19;None;None;None;None;None;196;196;197;197
2026-08-30T21:29:20+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;24;2182;2182;0;90,91;11,74;12,41;12,56;13,04;86,37;0;0;0;0
2026-08-30T21:38:23+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1395;1395;0;92,96;6,39;7,2;7,49;8,4;12,53;0;0;0;0
2026-08-30T21:38:52+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;1934;0;1934;92,05;None;None;None;None;None;199;199;200;200
2026-08-30T21:39:24+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;24;2191;2191;0;91,29;11,71;12,3;12,55;13,29;78,32;0;0;0;0
2026-08-30T21:42:44+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1371;1371;0;91,34;11,7;12,31;12,65;16,96;45,1;0;0;0;0
2026-08-30T21:43:12+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;1902;0;1902;90,55;None;None;None;None;None;194;194;195;195
2026-08-30T21:43:44+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;24;2184;2184;0;90,98;11,72;12,46;12,62;13,94;107,75;0;0;0;0
2026-08-30T21:45:25+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1393;1393;0;92,84;7,37;8,22;8,5;9,47;16,67;0;0;0;0
2026-08-30T21:45:53+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;1892;0;1892;90,05;None;None;None;None;None;194;194;194;194
2026-08-30T21:46:26+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;24;2174;2174;0;90,56;11,75;12,58;12,79;14,67;99,81;0;0;0;0
2026-08-30T21:48:26+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1382;1382;0;92,12;7,13;8,71;9,13;11,45;18,34;0;0;0;0
2026-08-30T21:48:55+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;1897;0;1897;90,33;None;None;None;None;None;194;194;194;194
2026-08-30T21:49:27+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;24;2198;2198;0;91,55;11,68;12,3;12,53;22,4;129,06;0;0;0;0
2026-08-30T21:53:27+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1370;1370;0;91,27;11,38;12,31;12,62;13,62;44,42;0;0;0;0
2026-08-30T21:53:56+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;1893;0;1893;90,14;None;None;None;None;None;201;201;202;202
2026-08-30T21:54:28+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;24;2184;2184;0;90,96;11,71;12,5;12,66;15,87;87,03;0;0;0;0
2026-08-30T21:59:33+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1447;1447;0;96,44;3,08;3,4;3,55;3,97;6,6;0;0;0;0
2026-08-30T22:00:02+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;2013;0;2013;95,81;None;None;None;None;None;213;213;213;213
2026-08-30T22:00:34+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;24;2294;2294;0;95,57;10,82;11,13;11,21;11,37;43,33;0;0;0;0
2026-08-30T22:01:19+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1447;1447;0;96,44;3,07;3,47;3,59;3,92;5,14;0;0;0;0
2026-08-30T22:01:47+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;2012;0;2012;95,78;None;None;None;None;None;218;218;218;218
2026-08-30T22:02:19+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;24;2299;2299;0;95,75;10,82;11,06;11,17;11,34;41,53;0;0;0;0
2026-08-30T22:10:14+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;90;0;0;0;0,0;None;None;None;None;None;1;1;1;1
2026-08-30T22:13:52+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;210;19418;0;19418;92,46;None;None;None;None;None;1167;1167;1167;1168
2026-08-30T22:19:00+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;300;27878;27878;0;92,93;11,47;11,88;12,05;12,86;107,64;0;0;0;0
2026-09-02T19:21:25+02:00;per-nielsen-X541NA;router_py_real_crypto_before_kill;100;18;1652;1652;0;91,76;10,63;11,14;11,68;12,15;18,98;0;0;0;0
2026-09-02T19:22:14+02:00;per-nielsen-X541NA;router_py_real_crypto_during_kill;100;42;3806;0;3806;90,6;None;None;None;None;None;295;295;296;296
2026-09-02T19:23:22+02:00;per-nielsen-X541NA;router_py_real_crypto_after_kill;100;60;5531;5531;0;92,18;12,06;12,24;12,29;13,34;108,62;0;0;0;0
2026-09-04T20:29:23+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1652;1652;0;91,74;11,62;12,14;12,46;16,87;59,29;0;0;0;0
2026-09-04T20:30:13+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;3892;0;3892;92,65;None;None;None;None;None;312;312;312;312
2026-09-04T20:31:21+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5610;5610;0;93,49;11,28;11,81;12,0;14,5;241,42;0;0;0;0
2026-09-04T20:35:22+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;0;0;0;0,0;None;None;None;None;None;1;1;1;1
2026-09-04T20:35:51+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;2012;0;2012;95,79;None;None;None;None;None;218;218;218;218
2026-09-04T20:36:55+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1437;1437;0;95,78;3,57;4,29;4,54;5,71;8,83;0;0;0;0
2026-09-04T20:37:23+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;2013;0;2013;95,82;None;None;None;None;None;203;203;204;204
2026-09-04T20:38:30+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;15;1440;1440;0;95,95;3,83;4,49;4,7;5,24;11,36;0;0;0;0
2026-09-04T20:38:59+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;21;2011;0;2011;95,72;None;None;None;None;None;220;220;220;220
2026-09-04T20:39:30+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;24;2280;2280;0;94,97;11,0;11,25;11,36;11,66;44,68;0;0;0;0
2026-09-04T20:42:21+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1727;1727;0;95,92;3,44;4,12;4,43;5,0;11,26;0;0;0;0
2026-09-04T20:43:10+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;4020;0;4020;95,69;None;None;None;None;None;318;318;318;318
2026-09-04T20:44:18+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5722;5722;0;95,37;10,91;11,11;11,19;11,39;40,97;0;0;0;0
2026-09-04T20:56:09+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1739;1739;0;96,58;2,97;3,76;4,29;5,6;11,03;0;0;0;0
2026-09-04T20:56:59+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;4049;0;4049;96,39;None;None;None;None;None;322;322;323;323
2026-09-04T20:59:20+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1740;1740;0;96,65;2,95;3,37;3,57;4,7;15,52;0;0;0;0
2026-09-04T21:00:09+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;4057;0;4057;96,59;None;None;None;None;None;331;331;332;332
2026-09-04T21:01:17+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5765;5765;0;96,08;10,76;10,88;10,96;11,15;43,29;0;0;0;0
2026-09-04T21:07:14+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1745;1745;0;96,91;2,88;3,09;3,25;3,66;6,43;0;0;0;0
2026-09-04T21:08:04+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;4044;0;4044;96,28;None;None;None;None;None;322;322;323;323
2026-09-04T21:09:11+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5764;5764;0;96,05;10,75;10,99;11,08;11,26;67,13;0;0;0;0
2026-09-04T21:15:52+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1677;1677;0;93,14;6,75;7,33;7,55;8,58;17,74;0;0;0;0
2026-09-04T21:16:42+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;3791;0;3791;90,25;None;None;None;None;None;297;297;298;298
2026-09-04T21:17:49+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5501;5501;0;91,68;11,58;12,26;12,44;12,77;45,06;0;0;0;0
2026-09-04T21:40:06+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1733;1733;0;96,25;3,56;4,01;4,14;4,69;7,4;0;0;0;0
2026-09-04T21:40:55+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;4057;0;4057;96,58;None;None;None;None;None;324;324;325;325
2026-09-04T21:42:03+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5786;5786;0;96,42;10,7;10,78;10,82;11,03;44,11;0;0;0;0
2026-09-04T21:46:32+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1742;1742;0;96,74;2,93;3,24;3,39;3,71;8,68;0;0;0;0;baseline 20260904
2026-09-04T21:47:21+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;4051;0;4051;96,44;None;None;None;None;None;331;331;332;332;baseline 20260904
2026-09-04T21:48:28+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5713;5713;0;95,21;10,92;11,32;11,39;11,58;43,17;0;0;0;0;baseline 20260904
2026-09-04T22:10:40+02:00;LAPTOP-P5P268SM;router_py_real_crypto_before_kill;100;18;1741;1741;0;96,72;2,91;3,29;3,45;3,99;7,09;0;0;0;0;post-refactor rerun 20260904
2026-09-04T22:11:29+02:00;LAPTOP-P5P268SM;router_py_real_crypto_during_kill;100;42;4050;0;4050;96,42;None;None;None;None;None;330;330;331;331;post-refactor rerun 20260904
2026-09-04T22:12:37+02:00;LAPTOP-P5P268SM;router_py_real_crypto_after_kill;100;60;5699;5699;0;94,98;11,04;11,34;11,43;11,66;48,76;0;0;0;0;post-refactor rerun 20260904
2026-09-04T22:55:01+02:00;LAPTOP-P5P268SM;router_cpp_real_crypto_before_kill;100;18;1738;1738;0;96,55;2,25;2,66;2,88;3,79;7,95;0;0;0;0;first cpp port attempt 20260904
2026-09-04T22:55:50+02:00;LAPTOP-P5P268SM;router_cpp_real_crypto_during_kill;100;42;4033;0;4033;96,02;None;None;None;None;None;4033;4033;4033;4033;first cpp port attempt 20260904
2026-09-04T22:56:58+02:00;LAPTOP-P5P268SM;router_cpp_real_crypto_after_kill;100;60;5746;5746;0;95,76;10,79;11,06;11,14;11,33;46,3;0;0;0;0;first cpp port attempt 20260904
2026-09-04T22:59:16+02:00;LAPTOP-P5P268SM;router_java_real_crypto_before_kill;100;18;1737;1737;0;96,46;3,43;4,5;4,83;5,36;9,33;0;0;0;0;first java port attempt 20260904
2026-09-04T23:00:06+02:00;LAPTOP-P5P268SM;router_java_real_crypto_during_kill;100;42;4035;0;4035;96,06;None;None;None;None;None;368;0;369;0;first java port attempt 20260904
2026-09-04T23:01:13+02:00;LAPTOP-P5P268SM;router_java_real_crypto_after_kill;100;60;5728;5728;0;95,46;10,86;11,15;11,24;11,44;119,76;0;0;0;0;first java port attempt 20260904
