timestamp;env;implementation;target_tps;duration_s;p50_ms;p90_ms;p99_ms
2026-08-20T21:36:44+02:00;router_py;100;60;2,93;4,36;5,67
2026-08-20T21:39:14+02:00;router_java;100;60;3,34;4,2;5,55
2026-08-20T21:40:48+02:00;router_cpp;100;60;2,2;2,74;3,5
2026-08-20T21:43:33+02:00;router_py;100;120;2,89;3,14;4,16
2026-08-20T21:47:16+02:00;router_java;100;120;10,96;11,29;11,68
2026-08-20T21:50:01+02:00;router_cpp;100;120;2,23;2,97;3,68
2026-08-20T22:29:04+02:00;router_java;100;120;3,24;4,1;5,45
2026-08-20T22:42:41+02:00;router_py;100;120;3,5;4,15;7,26
2026-08-20T22:45:34+02:00;router_java;100;120;3,27;4,1;5,37
2026-08-20T22:48:20+02:00;router_cpp;100;120;2,24;2,72;3,15
2026-08-20T23:07:09+02:00;router_py;100;300;6,91;7,65;8,81
2026-08-20T23:13:42+02:00;router_java;100;300;6,36;7,51;9,08
2026-08-20T23:20:07+02:00;router_cpp;100;300;11,81;12,62;13,04
2026-08-21T20:46:31+02:00;LAPTOP-P5P268SM;router_py;100;120;3,98;4,89;6,71
2026-08-21T20:50:24+02:00;LAPTOP-P5P268SM;router_java;100;120;3,91;5,79;12,11
2026-08-21T20:59:33+02:00;LAPTOP-P5P268SM;router_cpp;100;120;11,58;12,37;21,89
2026-08-21T21:04:06+02:00;LAPTOP-P5P268SM;router_py;100;120;3,15;3,61;4,58
2026-08-21T21:07:58+02:00;LAPTOP-P5P268SM;router_java;100;120;10,98;11,58;12,9
2026-08-21T21:10:48+02:00;LAPTOP-P5P268SM;router_cpp;100;120;2,72;3,41;4,56
2026-08-21T22:37:40+02:00;serverhp.home;router_py;100;6;15,78;17,96;33,33
2026-08-21T22:38:23+02:00;serverhp.home;router_java;100;6;15,4;18,65;27,17
2026-08-21T22:38:59+02:00;serverhp.home;router_cpp;100;6;11,88;15,74;19,08
2026-08-21T22:57:03+02:00;LAPTOP-P5P268SM;router_py;100;120;2,9;3,6;5,48
2026-08-21T23:01:26+02:00;LAPTOP-P5P268SM;router_java;100;120;10,79;11,08;26,95
2026-08-21T23:09:17+02:00;LAPTOP-P5P268SM;router_cpp;100;120;2,18;2,74;3,55
2026-08-21T23:13:41+02:00;serverhp.home;router_py;100;120;15,75;17,64;26,14
2026-08-21T23:16:42+02:00;serverhp.home;router_java;100;120;15,27;16,89;25,67
2026-08-21T23:19:37+02:00;serverhp.home;router_cpp;100;120;15,38;17,01;23,38
