timestamp;actor;event
2026-08-22T23:15:02+02:00;router_1;restarted
2026-08-22T23:15:04+02:00;router_1;reconnected=True
2026-08-22T23:15:05+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=11.7
2026-08-22T23:15:05+02:00;router_1;hard_killed
2026-08-22T23:15:08+02:00;router_1;restarted
2026-08-22T23:15:11+02:00;router_1;reconnected=True
2026-08-22T23:15:12+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=7.4
2026-08-22T23:23:24+02:00;crypto_host;up
2026-08-22T23:23:25+02:00;downstream_host;up
2026-08-22T23:23:25+02:00;router_1;up
2026-08-22T23:23:25+02:00;upstream_1;up
2026-08-22T23:23:27+02:00;router_1;hard_killed
2026-08-22T23:23:36+02:00;router_1;restarted
2026-08-22T23:23:39+02:00;router_1;reconnected=True
2026-08-22T23:23:40+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=12.4
2026-08-22T23:23:40+02:00;router_1;hard_killed
2026-08-22T23:23:44+02:00;router_1;restarted
2026-08-22T23:23:46+02:00;router_1;reconnected=True
2026-08-22T23:23:46+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=6.3
2026-08-22T23:23:46+02:00;crypto_host;hard_killed
2026-08-22T23:23:56+02:00;crypto_host;restarted
2026-08-22T23:23:56+02:00;router_1;reconnected=True
2026-08-22T23:23:57+02:00;crypto_host;recovery verdict=PASS rows=3/3 elapsed_s=10.7
2026-08-22T23:23:57+02:00;crypto_host;hard_killed
2026-08-22T23:24:03+02:00;crypto_host;restarted
2026-08-22T23:24:03+02:00;router_1;reconnected=True
2026-08-22T23:24:04+02:00;crypto_host;recovery verdict=PASS rows=3/3 elapsed_s=6.7
2026-08-22T23:24:04+02:00;router_1;hard_killed
2026-08-22T23:24:10+02:00;router_1;restarted
2026-08-22T23:24:15+02:00;router_1;reconnected=True
2026-08-22T23:24:15+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=11.7
2026-08-22T23:24:15+02:00;upstream_1;hard_killed
2026-08-22T23:24:27+02:00;upstream_1;restarted
2026-08-22T23:24:27+02:00;router_1;reconnected=True
2026-08-22T23:24:27+02:00;upstream_1;recovery verdict=PASS rows=3/3 elapsed_s=12.1
2026-08-22T23:24:27+02:00;crypto_host;hard_killed
2026-08-22T23:24:36+02:00;crypto_host;restarted
2026-08-22T23:24:36+02:00;router_1;reconnected=True
2026-08-22T23:24:36+02:00;crypto_host;recovery verdict=PASS rows=3/3 elapsed_s=9.1
2026-08-22T23:24:36+02:00;upstream_1;hard_killed
2026-08-22T23:24:47+02:00;upstream_1;restarted
2026-08-22T23:24:47+02:00;router_1;reconnected=True
2026-08-22T23:24:48+02:00;upstream_1;recovery verdict=PASS rows=3/3 elapsed_s=11.3
2026-08-22T23:24:48+02:00;downstream_host;hard_killed
2026-08-22T23:24:52+02:00;downstream_host;restarted
2026-08-22T23:25:00+02:00;router_1;reconnected=True
2026-08-22T23:25:01+02:00;downstream_host;recovery verdict=PASS rows=3/3 elapsed_s=13.0
2026-08-22T23:25:01+02:00;downstream_host;hard_killed
2026-08-22T23:25:05+02:00;downstream_host;restarted
2026-08-22T23:25:13+02:00;router_1;reconnected=True
2026-08-22T23:25:14+02:00;downstream_host;recovery verdict=PASS rows=3/3 elapsed_s=13.3
2026-08-22T23:30:15+02:00;crypto_host;up
2026-08-22T23:30:15+02:00;downstream_host;up
2026-08-22T23:30:15+02:00;router_1;up
2026-08-22T23:30:16+02:00;upstream_1;up
2026-08-22T23:30:18+02:00;router_1;hard_killed
2026-08-22T23:30:21+02:00;router_1;restarted
2026-08-22T23:30:24+02:00;router_1;reconnected=True
2026-08-22T23:30:25+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=7.0
2026-08-22T23:30:25+02:00;upstream_1;hard_killed
2026-08-22T23:30:39+02:00;upstream_1;restarted
2026-08-22T23:30:39+02:00;router_1;reconnected=True
2026-08-22T23:30:39+02:00;upstream_1;recovery verdict=PASS rows=3/3 elapsed_s=14.4
2026-08-22T23:30:39+02:00;downstream_host;hard_killed
2026-08-22T23:30:46+02:00;downstream_host;restarted
2026-08-22T23:30:52+02:00;router_1;reconnected=True
2026-08-22T23:30:53+02:00;downstream_host;recovery verdict=PASS rows=3/3 elapsed_s=13.6
2026-08-22T23:30:53+02:00;router_1;hard_killed
2026-08-22T23:31:02+02:00;router_1;restarted
2026-08-22T23:31:04+02:00;router_1;reconnected=True
2026-08-22T23:31:05+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=11.8
2026-08-22T23:31:05+02:00;router_1;hard_killed
2026-08-22T23:31:12+02:00;router_1;restarted
2026-08-22T23:31:16+02:00;router_1;reconnected=True
2026-08-22T23:31:16+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=11.9
2026-08-22T23:31:17+02:00;router_1;hard_killed
2026-08-22T23:31:22+02:00;router_1;restarted
2026-08-22T23:31:23+02:00;router_1;reconnected=True
2026-08-22T23:31:24+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=7.3
2026-08-22T23:31:24+02:00;downstream_host;hard_killed
2026-08-22T23:31:28+02:00;downstream_host;restarted
2026-08-22T23:31:36+02:00;router_1;reconnected=True
2026-08-22T23:31:37+02:00;downstream_host;recovery verdict=PASS rows=3/3 elapsed_s=12.9
2026-08-22T23:31:37+02:00;router_1;hard_killed
2026-08-22T23:31:51+02:00;router_1;restarted
2026-08-22T23:31:52+02:00;router_1;reconnected=True
2026-08-22T23:31:53+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=16.2
2026-08-22T23:31:53+02:00;downstream_host;hard_killed
2026-08-22T23:32:03+02:00;downstream_host;restarted
2026-08-22T23:32:05+02:00;router_1;reconnected=True
2026-08-22T23:32:06+02:00;downstream_host;recovery verdict=PASS rows=3/3 elapsed_s=13.0
2026-08-22T23:32:06+02:00;downstream_host;hard_killed
2026-08-22T23:32:15+02:00;downstream_host;restarted
2026-08-22T23:32:19+02:00;router_1;reconnected=True
2026-08-22T23:32:19+02:00;downstream_host;recovery verdict=PASS rows=3/3 elapsed_s=13.2
2026-08-22T23:51:40+02:00;crypto_host;up
2026-08-22T23:51:40+02:00;downstream_host;up
2026-08-22T23:51:41+02:00;router_1;up
2026-08-22T23:51:41+02:00;upstream_1;up
2026-08-22T23:51:43+02:00;crypto_host;hard_killed
2026-08-22T23:51:52+02:00;crypto_host;restarted
2026-08-22T23:51:52+02:00;router_1;reconnected=True
2026-08-22T23:51:52+02:00;crypto_host;recovery verdict=PASS rows=3/3 elapsed_s=9.2
2026-08-22T23:51:52+02:00;upstream_1;hard_killed
2026-08-22T23:52:03+02:00;upstream_1;restarted
2026-08-22T23:52:03+02:00;router_1;reconnected=True
2026-08-22T23:52:03+02:00;upstream_1;recovery verdict=PASS rows=3/3 elapsed_s=11.3
2026-08-22T23:52:03+02:00;upstream_1;hard_killed
2026-08-22T23:52:15+02:00;upstream_1;restarted
2026-08-22T23:52:15+02:00;router_1;reconnected=True
2026-08-22T23:52:15+02:00;upstream_1;recovery verdict=PASS rows=3/3 elapsed_s=11.9
2026-08-22T23:52:15+02:00;crypto_host;hard_killed
2026-08-22T23:52:19+02:00;crypto_host;restarted
2026-08-22T23:52:19+02:00;router_1;reconnected=True
2026-08-22T23:52:20+02:00;crypto_host;recovery verdict=PASS rows=3/3 elapsed_s=4.5
2026-08-22T23:52:20+02:00;router_1;hard_killed
2026-08-22T23:52:30+02:00;router_1;restarted
2026-08-22T23:52:31+02:00;router_1;reconnected=True
2026-08-22T23:52:32+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=12.2
2026-08-22T23:52:32+02:00;crypto_host;hard_killed
2026-08-22T23:52:40+02:00;crypto_host;restarted
2026-08-22T23:52:40+02:00;router_1;reconnected=True
2026-08-22T23:52:41+02:00;crypto_host;recovery verdict=PASS rows=3/3 elapsed_s=9.0
2026-08-22T23:52:41+02:00;downstream_host;hard_killed
2026-08-22T23:52:52+02:00;downstream_host;restarted
2026-08-22T23:52:54+02:00;router_1;reconnected=True
2026-08-22T23:52:55+02:00;downstream_host;recovery verdict=PASS rows=3/3 elapsed_s=13.9
2026-08-22T23:52:55+02:00;crypto_host;hard_killed
2026-08-22T23:53:03+02:00;crypto_host;restarted
2026-08-22T23:53:03+02:00;router_1;reconnected=True
2026-08-22T23:53:04+02:00;crypto_host;recovery verdict=PASS rows=3/3 elapsed_s=9.0
2026-08-22T23:53:04+02:00;upstream_1;hard_killed
2026-08-22T23:53:16+02:00;upstream_1;restarted
2026-08-22T23:53:16+02:00;router_1;reconnected=True
2026-08-22T23:53:17+02:00;upstream_1;recovery verdict=PASS rows=3/3 elapsed_s=12.8
2026-08-22T23:53:17+02:00;crypto_host;hard_killed
2026-08-22T23:53:25+02:00;crypto_host;restarted
2026-08-22T23:53:25+02:00;router_1;reconnected=True
2026-08-22T23:53:26+02:00;crypto_host;recovery verdict=PASS rows=3/3 elapsed_s=9.2
2026-08-22T23:53:26+02:00;downstream_host;hard_killed
2026-08-22T23:53:37+02:00;downstream_host;restarted
2026-08-22T23:53:39+02:00;router_1;reconnected=True
2026-08-22T23:53:39+02:00;downstream_host;recovery verdict=PASS rows=3/3 elapsed_s=13.1
2026-08-22T23:53:39+02:00;router_1;hard_killed
2026-08-22T23:53:44+02:00;router_1;restarted
2026-08-22T23:53:45+02:00;router_1;reconnected=True
2026-08-22T23:53:45+02:00;router_1;recovery verdict=PASS rows=3/3 elapsed_s=6.1
